Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Ценна сом,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Material,Year,"Стоимость, доллар США за 1 кв.м"
агент,2,"Бишкек, Кара Дарыя, Медерова 3",индивид. планировка,55.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,3.0,1,совмещенный,бронированная,паркинг,68500,6064990,42.8526,74.6286,Бишкек,5,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,панельный,2021,1245.4545454545455
агент,3,"Бишкек, Московская - Уметалиева",элитка,112.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,108640,9618986,42.8703,74.5773,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,970.0
агент,3,"Бишкек, Магистраль, Малдыбаева 279",элитка,117.0,0,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,раздельный,бронированная,нет,163800,14502852,42.8248,74.5976,Бишкек,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1400.0
агент,3,"Бишкек, Джальская больница, Ахунбаева - Тыналиева",элитка,70.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,106000,9385240,42.8454,74.5698,Бишкек,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,1514.2857142857142
агент,2,"Бишкек, VEFA, Горького/Фатьянова",элитка,87.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,108000,9562320,42.8562,74.6059,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1241.3793103448277
агент,2,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,80.0,0,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,раздельный,бронированная,нет,79200,7012368,42.8192,74.6031,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,990.0
агент,3,"Бишкек, 8 м-н, Жукеева-Пудовкина 87/2",элитка,131.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.3,0,нет,бронированная,нет,230000,20364200,42.8277,74.6124,Бишкек,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2016,1755.7251908396947
агент,1,"Бишкек, Военторг",элитка,48.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,69000,6109260,42.8744,74.5926,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2023,1437.5
агент,2,"Бишкек, Московская - Белинка, Исанова 18",индивид. планировка,45.0,1,евроремонт,0,1,обмен не предлагать,проводной,1,1,полностью меблирована,линолеум,2.8,1,совмещенный,бронированная,паркинг,65500,5799370,42.8681,74.5906,Бишкек,4,5,1,0,1,1,1,1,1,0,1,0,1,0,0,0,кирпичный,1969,1455.5555555555557
агент,2,"Бишкек, Восток-5 м-н, Восток 5. Дом 10/7",106 серия,86.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,раздельный,бронированная,нет,92000,8145680,42.8704,74.6317,Бишкек,7,9,1,1,0,1,0,0,0,0,1,0,1,0,1,0,панельный,2012,1069.7674418604652
агент,3,"Бишкек, КНУ",элитка,83.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,частично меблирована,паркет,3.0,0,раздельный,бронированная,паркинг,107000,9473780,42.8839,74.5804,Бишкек,12,16,1,1,0,0,1,0,0,0,0,0,0,0,1,0,кирпичный,2022,1289.1566265060242
агент,2,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,69.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,88000,7791520,42.8161,74.6228,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1275.3623188405797
агент,3,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,100.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,178000,15760120,42.8181,74.6164,Бишкек,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1780.0
агент,3,"Бишкек, Ипподром, Л. Толстого 126/8",элитка,90.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,паркет,3.0,1,раздельный,бронированная,рядом охраняемая стоянка,105000,9296700,42.8647,74.556,Бишкек,3,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2017,1166.6666666666667
агент,2,"Бишкек, Баха, Коперника 61",элитка,77.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,частично меблирована,ламинат,3.0,0,раздельный,бронированная,паркинг,87500,7747250,42.8461,74.5623,Бишкек,6,9,1,1,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2021,1136.3636363636363
агент,3,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,137.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,194540,17224572,42.8167,74.6245,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,1420.0
агент,3,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,107.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,2 с/у и более,бронированная,паркинг,115000,10182100,42.8192,74.6031,Бишкек,3,16,1,1,1,0,0,0,1,1,0,0,0,0,1,0,монолитный,2024,1074.766355140187
агент,4,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,122.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,124000,10978960,42.8161,74.607,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1016.3934426229508
агент,3,"Бишкек, Кызыл-Аскер ж/м, К,Аскер",индивид. планировка,40.0,1,среднее,0,0,обмен не предлагать,нет,1,0,пустая,дерево,2.6,0,нет,деревянная,паркинг,38000,3364520,42.871,74.5468,Бишкек,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,кирпичный,1958,950.0
агент,1,"Бишкек, КНУ",элитка,40.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,частично меблирована,ламинат,3.0,0,совмещенный,бронированная,паркинг,60000,5312400,42.8839,74.581,Бишкек,15,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,кирпичный,2022,1500.0
агент,1,"Бишкек, Верхний Джал м-н,",элитка,54.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,частично меблирована,ламинат,2.9796183723797784,0,нет,бронированная,рядом охраняемая стоянка,68000,6020720,42.836,74.567,Бишкек,3,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2022,1259.2592592592594
агент,2,"Бишкек, Ак Эмир рынок, Московская/Шопокова, 38",элитка,78.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,96000,8499840,42.8679,74.6145,Бишкек,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1230.7692307692307
агент,2,Лебединовка,индивид. планировка,50.0,1,хорошее,0,0,обмен не предлагать,нет,1,1,пустая,линолеум,2.65,0,раздельный,металлическая,паркинг,44900,3975446,42.8836,74.6814,Бишкек,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,кирпичный,1980,898.0
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,72.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,108000,9562320,42.8113,74.6221,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1500.0
агент,1,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,42.92,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,47212,4180150,42.8644,74.5878,Бишкек,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025,1100.0
агент,1,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,47.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,94000,8322760,42.8171,74.6059,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,2000.0
собственник,1,"Бишкек, Карпинка, Суюмбаева/Токтогула",элитка,45.51,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,48000,4249920,42.8712,74.624,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1054.7132498352012
агент,2,"Бишкек, Асанбай м-н",элитка,80.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,83000,7348820,42.8175,74.6261,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1037.5
агент,3,"Бишкек, Политех, Джунусалиева",элитка,88.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,129000,11421660,42.8402,74.5839,Бишкек,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1465.909090909091
агент,2,"Бишкек, КНУ, Абдымомунова 255",элитка,81.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,84500,7481630,42.8805,74.5908,Бишкек,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020,1043.20987654321
агент,1,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,40.32,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,44352,3926926,42.8644,74.5878,Бишкек,8,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025,1100.0
агент,1,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,54.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,67500,5976450,42.8191,74.5857,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1250.0
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева",106 серия,52.7,1,хорошее,0,0,обмен не предлагать,нет,1,1,частично меблирована,линолеум,2.9796183723797784,0,раздельный,бронированная,нет,72000,6374880,42.8425,74.5642,Бишкек,8,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,панельный,2000,1366.223908918406
агент,3,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,109.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,128000,11333120,42.8195,74.6155,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1174.3119266055046
агент,1,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",элитка,47.0,0,евроремонт,0,0,обмен не предлагать,нет,0,0,полностью меблирована,ламинат,3.3,0,нет,бронированная,нет,85000,7525900,42.8189,74.6133,Бишкек,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,1808.5106382978724
агент,1,"Бишкек, Восток-5 м-н, Кийзбаевой",элитка,47.0,1,хорошее,0,1,обмен не предлагать,проводной,1,0,полностью меблирована,паркет,3.0,1,раздельный,бронированная,рядом охраняемая стоянка,62000,5489480,42.871,74.6288,Бишкек,7,10,1,0,1,1,0,0,0,0,1,0,1,1,1,0,кирпичный,2022,1319.1489361702127
агент,3,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",элитка,104.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.3,0,нет,бронированная,нет,135000,11952900,42.8189,74.6133,Бишкек,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1298.076923076923
агент,3,"Бишкек, Чуй - Алматинка",106 серия,81.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,частично меблирована,ламинат,2.9796183723797784,0,раздельный,бронированная,нет,79900,7074346,42.8821,74.6291,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,986.4197530864197
агент,1,"Бишкек, Джальская больница",элитка,45.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,46500,4117110,42.8495,74.576,Бишкек,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2026,1033.3333333333333
агент,2,"Бишкек, Политех",индивид. планировка,65.0,1,евроремонт,0,0,обмен не предлагать,нет,1,0,полностью меблирована,ламинат,2.85,0,нет,металлическая,паркинг,67000,5932180,42.844,74.5848,Бишкек,6,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2018,1030.7692307692307
агент,1,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,46.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,59000,5223860,42.8161,74.6228,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1282.608695652174
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,77.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,102000,9031080,42.8195,74.6155,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1324.6753246753246
агент,1,"Бишкек, Учкун ж/м, Ауэзова 6/1",элитка,28.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,42000,3718680,42.8702,74.6912,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2017,1500.0
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Джал-23/Ахунбаева",106 серия,52.7,1,среднее,0,0,обмен не предлагать,нет,1,1,пустая,линолеум,2.8,0,раздельный,бронированная,нет,72000,6374880,42.8414,74.5635,Бишкек,8,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2000,1366.223908918406
агент,2,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,70.0,1,евроремонт,0,0,обмен не предлагать,нет,1,0,пустая,ламинат,3.0,0,раздельный,бронированная,нет,115000,10182100,42.8191,74.5857,Бишкек,3,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1642.857142857143
агент,2,"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",элитка,62.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,69000,6109260,42.8277,74.586,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1112.9032258064517
агент,2,"Бишкек, Учкун ж/м, Ауэзова 6/1",элитка,29.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,39900,3532746,42.8702,74.6912,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2017,1375.8620689655172
агент,1,"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",элитка,51.0,1,не достроено,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,55000,4869700,42.8821,74.5768,Бишкек,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1078.4313725490197
агент,4,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,147.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,182300,16140842,42.8195,74.6155,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1240.1360544217687
агент,2,"Бишкек, Джальская больница, Ахунбаева/Шота Руставили",хрущевка,41.0,1,хорошее,0,1,обмен не предлагать,проводной,1,1,полностью меблирована,дерево,2.75,0,совмещенный,бронированная,нет,56500,5002510,42.8438,74.5806,Бишкек,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,1960,1378.0487804878048
агент,2,"Бишкек, Магистраль, Токомбаева",элитка,80.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,паркет,3.0,1,совмещенный,металлическая,паркинг,83000,7348820,42.8239,74.6134,Бишкек,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,монолитный,2017,1037.5
агент,3,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,90.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,123000,10890420,42.8138,74.6191,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1366.6666666666667
агент,3,"Бишкек, Магистраль, Магистраль/Сухэ Батора",элитка,99.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,135000,11952900,42.8228,74.6152,Бишкек,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1363.6363636363637
агент,2,"Бишкек, Юг-2 м-н",105 серия,60.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,60990,5400055,42.8602,74.6079,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1016.5
агент,4,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",элитка,117.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,140000,12395600,42.8459,74.5828,Бишкек,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1196.5811965811965
агент,3,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",элитка,96.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,120500,10669070,42.8459,74.5828,Бишкек,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1255.2083333333333
агент,2,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",элитка,69.3,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,82500,7304550,42.8459,74.5828,Бишкек,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1190.4761904761906
агент,3,"Бишкек, Военторг, Тоголок Молдо/Токтогула",элитка,79.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.1,0,нет,бронированная,нет,126500,11200310,42.8726,74.596,Бишкек,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1601.26582278481
агент,1,"Бишкек, Молодая Гвардия, Фрунзе 466/бул. Молодой Гвардии",элитка,54.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.0,0,нет,бронированная,нет,59500,5268130,42.8821,74.5768,Бишкек,5,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,монолитный,2024,1101.851851851852
агент,4,"Бишкек, Баха",элитка,160.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,118000,10447720,42.843,74.5623,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,737.5
агент,3,"Бишкек, Юг-2 м-н",индивид. планировка,62.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,85000,7525900,42.8586,74.6059,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1370.967741935484
агент,3,"Бишкек, Молодая Гвардия, Токтогула/ Калык Акиева/Токтогула/ Калык Акиева",индивид. планировка,67.0,1,хорошее,0,0,обмен не предлагать,нет,0,1,полностью меблирована,ламинат,2.9796183723797784,0,нет,бронированная,нет,103000,9119620,42.8731,74.5767,Бишкек,4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2022,1537.313432835821
агент,3,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,107.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,95500,8455570,42.8192,74.6031,Бишкек,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,892.5233644859813
собственник,3,"Бишкек, Магистраль, Сухэ-Батора 21/3/Токомбаева",элитка,100.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,3.0,0,раздельный,бронированная,паркинг,175000,15494500,42.8188,74.6162,Бишкек,3,10,1,1,1,1,1,0,1,0,1,0,1,0,1,0,монолитный,2021,1750.0
агент,4,"Бишкек, 12 м-н, 12 микрорайон (за Мечетью)",элитка,154.0,1,евроремонт,0,0,обмен не предлагать,нет,0,1,полностью меблирована,ламинат,2.8,0,2 с/у и более,бронированная,нет,185000,16379900,42.8125,74.6374,Бишкек,9,11,1,1,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2017,1201.2987012987012
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,42.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,56500,5002510,42.8451,74.5654,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1345.2380952380952
агент,1,"Бишкек, Джал 15 м-н",105 серия,35.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,50500,4471270,42.8463,74.5673,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1442.857142857143
агент,2,"Бишкек, Джальская больница, Ахунбаева/Тыналиева",элитка,58.06,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,85000,7525900,42.8451,74.5709,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1464.0027557698932
агент,2,"Бишкек, Джальская больница, Ахунбаева/Тыналиева",элитка,58.06,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,78000,6906120,42.8451,74.5709,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1343.4378229417844
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,58.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,76000,6729040,42.8113,74.6221,Бишкек,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1310.344827586207
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,41.46,1,не достроено,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,40500,3585870,42.8451,74.5654,Бишкек,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,976.8451519536903
агент,1,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,48.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,75500,6684770,42.8167,74.6245,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,1572.9166666666667
собственник,1,"Бишкек, 10 м-н 2",104 серия,40.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,52000,4604080,42.8305,74.6066,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,1960,1300.0
собственник,2,"Бишкек, Магистраль, Сухэ Батора и Токомбаева",элитка,86.4,1,под самоотделку (псо),1,0,рассмотрю варианты,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,73440,6502378,42.8178,74.6138,Бишкек,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,850.0
агент,2,"Бишкек, Джал-29 м-н",элитка,50.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,71500,6330610,42.8316,74.5671,Бишкек,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1430.0
собственник,2,"Бишкек, Магистраль, Сухэ Батора и Токомбаева",элитка,83.0,1,под самоотделку (псо),1,0,рассмотрю варианты,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,70550,6246497,42.8178,74.6138,Бишкек,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,850.0
собственник,2,"Бишкек, Магистраль, Сухэ Батора и Токомбаева",элитка,69.7,1,под самоотделку (псо),1,0,рассмотрю варианты,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,59245,5245552,42.8178,74.6138,Бишкек,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,850.0
агент,3,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,90.15,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,123000,10890420,42.8127,74.6193,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1364.3926788685524
агент,3,"Бишкек, Средний Джал м-н, Джал, ул. Курчатова 81",элитка,100.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,полностью меблирована,ламинат,3.3,0,раздельный,бронированная,паркинг,127000,11244580,42.8394,74.5634,Бишкек,5,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1270.0
агент,3,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,104.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,106000,9385240,42.8192,74.6031,Бишкек,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1019.2307692307693
